time,q1_healthy,q2_healthy,q3_healthy,q4_healthy,omega1_healthy,omega2_healthy,omega3_healthy,wheel1_i_healthy,wheel1_w_healthy,wheel2_i_healthy,wheel2_w_healthy,wheel3_i_healthy,wheel3_w_healthy,wheel4_i_healthy,wheel4_w_healthy,q1_faulty,q2_faulty,q3_faulty,q4_faulty,omega1_faulty,omega2_faulty,omega3_faulty,wheel1_i_faulty,wheel1_w_faulty,wheel2_i_faulty,wheel2_w_faulty,wheel3_i_faulty,wheel3_w_faulty,wheel4_i_faulty,wheel4_w_faulty,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,-0.71118,0.0016062,0.11068,-0.69544,-0.0026436,0.005159,-0.0084025,0.13116,0.18493,-2.5477,-1.1329,-1.381,0.81283,0.56652,1.5876,-0.68967,-0.0032035,0.1299,-0.69603,0.0053577,0.0010781,0.0042693,1.2317,0.14915,-1.1608,-0.19501,-2.8515,0.093271,-0.30936,0.22658
0.2,-0.70595,-0.0071052,0.11473,-0.70653,0.00071082,-0.0057213,0.0053756,0.93336,0.38352,-1.92,-0.34263,1.2963,0.99156,-0.58055,-1.3283,-0.72083,0.019291,0.13371,-0.69811,0.002737,-0.00031201,0.0089511,1.4891,-0.65835,-0.84663,-1.6436,-2.5352,-1.0372,-2.8206,-2.8384
0.3,-0.70706,0.0062481,0.12008,-0.70342,-0.006197,-0.0011277,0.00079277,2.3825,1.2507,-0.27246,0.71574,-0.54869,0.35308,-0.74378,-0.78718,-0.70529,0.016213,0.10602,-0.6939,0.0069714,0.0012643,0.0029938,1.5104,0.091349,1.5161,0.13322,-0.20162,0.5463,-0.082804,0.33832
0.4,-0.71899,-0.00049899,0.11427,-0.68724,0.002879,0.003591,0.0029955,0.95442,1.9352,-0.92305,1.791,-1.2097,-2.9881,-1.0382,-2.2338,-0.69648,-0.0070821,0.14111,-0.68752,-0.0040716,-0.0055134,-0.0066664,0.22177,0.17447,-0.80032,-0.81881,-1.8674,-3.7946,-2.4131,-1.0956
0.5,-0.71512,0.00026512,0.11566,-0.70456,-0.0052822,-0.0069853,0.0092416,1.8488,2.1924,-1.5625,0.36778,-1.8169,-0.71959,-1.8482,-2.6541,-0.70789,-0.009513,0.13501,-0.69185,0.0028237,-0.0077195,-0.0022021,1.5507,1.538,-1.5929,0.033129,-0.9867,-1.4599,0.73939,-1.2818
0.6,-0.71745,-0.0092007,0.12797,-0.68431,-0.0091479,-0.0093395,0.011224,0.93061,0.15346,-0.9144,-0.022112,-1.1652,-1.1521,0.16805,-1.9821,-0.69727,-0.0027833,0.12298,-0.70449,-0.011247,-0.0011809,0.0045752,0.70885,0.64175,0.18734,-2.5553,-2.2009,-1.1229,-1.2769,-0.29394
0.7,-0.69758,0.0067075,0.14014,-0.67998,-0.0063689,-0.012104,0.014797,-1.5205,1.7282,0.11868,-0.37229,-2.2682,-1.297,-0.51857,-2.4707,-0.70893,0.019578,0.12382,-0.69831,-0.0047269,0.0014499,0.01985,0.28149,2.5285,1.3663,0.017573,-2.1802,-1.9138,-0.056607,-1.6266
0.8,-0.69701,0.00036768,0.1329,-0.69744,-0.0047501,-0.0013206,-0.0015356,1.1369,2.6221,-1.0638,-1.7181,-1.3938,-2.3901,-0.13629,-2.1109,-0.70179,0.023975,0.12653,-0.70179,-0.0097949,-0.0087068,0.010823,1.2728,3.6297,-0.16999,-2.3128,0.11764,-2.9168,-0.17247,-2.2044
0.9,-0.70965,0.0094664,0.12024,-0.69306,-0.007877,-0.010684,0.0062417,-0.60199,3.0706,-1.034,0.20821,-1.0802,-2.6152,0.7014,-2.4599,-0.69301,0.0038966,0.13883,-0.6938,-0.0017906,-0.0039435,0.0046351,0.082211,2.5733,-0.9577,-1.3345,-1.4934,-1.4716,-1.0239,-3.4326
1,-0.69855,0.016754,0.1086,-0.68347,-0.011484,-0.0040262,0.017299,0.83718,-0.038571,0.15624,-0.42006,-0.44077,-3.2855,-1.3978,-1.666,-0.69298,0.0021981,0.11241,-0.70538,-0.01578,-0.0039017,0.010197,1.6418,4.4643,-1.2076,0.28118,-1.1774,-2.523,-1.8268,-1.6903
1.1,-0.70302,0.00064642,0.1277,-0.69475,-0.01242,-0.0049938,0.017205,0.56737,4.8195,-0.75996,-0.43125,-0.16821,-4.1459,-1.9514,-4.1337,-0.71907,0.0059857,0.10681,-0.70613,-0.014633,-0.0027192,0.016784,-0.31041,2.3956,0.34804,-0.93334,-1.5787,-3.0989,0.93666,-2.9472
1.2,-0.69416,0.017838,0.13236,-0.69074,-0.01466,-0.0043689,0.015313,2.0046,4.8163,0.42632,1.2921,-0.5561,-3.8757,-2.0495,-2.4552,-0.71158,0.01373,0.12049,-0.70249,-0.018773,-0.0074341,0.0091469,1.9063,2.3777,-0.46389,2.0611,-0.43716,-4.4107,-0.17272,-3.7765
1.3,-0.71269,0.014501,0.13258,-0.69245,-0.016258,-0.0096263,0.017478,-0.13317,4.2924,0.59262,-1.155,-0.59902,-5.3513,-1.7513,-4.2813,-0.70213,0.013073,0.11959,-0.70214,-0.018117,-0.010014,0.011696,0.83234,2.8822,0.70082,0.40413,-0.77728,-3.9735,0.4492,-4.1138
1.4,-0.68821,0.017117,0.10359,-0.71139,-0.01959,-0.010688,0.018898,0.51373,4.2913,0.34599,-1.8535,-2.6751,-5.5411,-1.5165,-4.3219,-0.70666,0.010344,0.11646,-0.70692,-0.0044341,-0.019999,0.025294,0.61371,4.9784,1.0159,-0.522,-1.0299,-5.4838,-2.0644,-1.4237
1.5,-0.69931,0.01635,0.13953,-0.72982,-0.023436,-0.0054229,0.019037,0.39747,3.1339,-1.7471,-0.16927,-2.3132,-5.7304,-0.80814,-4.9925,-0.71589,0.013557,0.11707,-0.69895,-0.015871,-0.015782,0.03346,0.36227,3.8547,-0.0029685,0.67988,-3.7982,-6.9283,-0.71601,-6.345
1.6,-0.70178,0.017997,0.12001,-0.70871,-0.025114,-0.0069769,0.0259,1.0421,4.9943,0.7669,-1.402,-0.80344,-6.5896,-2.0358,-5.3927,-0.69004,-0.0020121,0.11074,-0.71072,-0.019209,-0.0015235,0.029799,0.86377,4.1349,-1.4275,0.75117,-1.2685,-5.7672,-2.7099,-6.2256
1.7,-0.70378,0.0056579,0.094369,-0.70218,-0.018029,-0.0094105,0.024367,0.81434,6.2555,0.55517,-0.87852,0.32727,-6.2335,-1.2944,-6.0846,-0.69665,0.014844,0.12988,-0.69733,-0.021435,-0.0065019,0.0205,0.14531,5.6419,-0.91955,-0.88457,1.0697,-7.4602,-0.00014607,-7.114
1.8,-0.68436,-0.0034777,0.13244,-0.72945,-0.029455,-0.0072943,0.021163,-0.8859,6.8593,-0.74183,-1.4102,-1.1024,-5.4037,-0.16781,-5.4869,-0.70326,-0.0016078,0.10601,-0.70398,-0.018941,-0.020429,0.021395,0.76907,5.8029,-0.94625,-0.2581,-0.65988,-5.7849,-1.5643,-6.6553
1.9,-0.71279,0.00025753,0.11598,-0.6967,-0.029891,-0.0099222,0.031376,2.5908,4.5834,-0.6774,-0.23935,-0.045767,-8.658,-0.081859,-8.6557,-0.71332,0.0015976,0.099505,-0.70457,-0.037977,-0.0037436,0.023305,0.78881,4.5619,0.69744,0.13198,-0.043006,-8.4615,-2.1246,-4.8782
2,-0.71883,0.020866,0.10607,-0.70959,-0.026462,-0.013731,0.035727,-0.99007,4.8581,0.25954,-0.74943,-1.8669,-7.8139,-2.2649,-7.0794,-0.69529,0.0243,0.11914,-0.68492,-0.028984,-0.0092002,0.035316,0.76639,5.668,-1.3911,-1.0671,-1.7938,-6.8991,-1.7148,-6.674
2.1,-0.6955,0.016214,0.1224,-0.71162,-0.026438,-0.010695,0.041962,1.2323,6.3356,-0.98313,-1.466,-1.1861,-6.946,-1.6401,-7.9775,-0.69455,0.016769,0.11152,-0.70542,-0.02709,-0.0036512,0.035734,-1.3811,4.9224,0.067629,0.30116,-1.9879,-6.7983,-1.9746,-7.2401
2.2,-0.69466,0.011738,0.12509,-0.72676,-0.036074,-0.013192,0.027383,-0.69306,5.596,0.35008,-0.3234,-0.66729,-7.8109,-2.5714,-5.9994,-0.70126,0.011345,0.12344,-0.71747,-0.04263,-0.014883,0.03003,2.379,7.3321,1.3017,-3.1292,-0.60224,-8.018,-2.3389,-7.5654
2.3,-0.68903,0.0075398,0.10531,-0.70626,-0.0353,-0.0077896,0.034865,-1.4919,6.0953,0.043112,-1.8216,-0.40125,-7.2825,-0.27085,-8.2623,-0.67546,0.018014,0.11859,-0.7138,-0.025606,-0.016438,0.035018,0.47924,5.9563,1.6354,-1.0379,-0.82739,-10.253,-1.6961,-7.7749
2.4,-0.70584,0.010325,0.10565,-0.73057,-0.039362,-0.011041,0.03788,1.9233,7.7424,-0.77892,-1.5517,0.30455,-6.0874,-1.2407,-4.7349,-0.68532,0.018587,0.097202,-0.68752,-0.035553,-0.013796,0.027616,-2.0708,6.8657,0.77459,-2.0534,-0.029135,-8.0929,0.64511,-7.8359
2.5,-0.68,0.013754,0.099246,-0.72298,-0.034688,-0.017029,0.033726,-1.0108,6.6395,0.69979,-1.3736,0.52759,-7.8287,-3.2927,-8.1317,-0.68383,0.0165,0.10074,-0.72079,-0.023748,-0.017368,0.024743,0.83202,4.9836,2.3479,-1.8546,-0.32549,-8.3845,-0.74729,-8.7942
