time,q1_healthy,q2_healthy,q3_healthy,q4_healthy,omega1_healthy,omega2_healthy,omega3_healthy,wheel1_i_healthy,wheel1_w_healthy,wheel2_i_healthy,wheel2_w_healthy,wheel3_i_healthy,wheel3_w_healthy,wheel4_i_healthy,wheel4_w_healthy,q1_faulty,q2_faulty,q3_faulty,q4_faulty,omega1_faulty,omega2_faulty,omega3_faulty,wheel1_i_faulty,wheel1_w_faulty,wheel2_i_faulty,wheel2_w_faulty,wheel3_i_faulty,wheel3_w_faulty,wheel4_i_faulty,wheel4_w_faulty,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,-0.70453,-0.0026142,0.11687,-0.69807,-0.0093045,0.0033036,0.0050353,-0.13105,1.9012,0.66444,-0.15133,-0.39742,0.83921,-0.76872,-2.158,-0.69642,-0.0042926,0.12481,-0.70079,0.004519,0.0046018,-5.5914e-05,-0.54466,-0.88611,-0.40558,0.204,-1.4117,-0.9928,-0.57511,3.3911
0.2,-0.7174,0.011315,0.12621,-0.68657,0.00016084,-0.0056958,0.0069386,1.5924,0.50805,0.9211,1.056,0.77162,-0.95175,-1.7362,-1.3336,-0.70141,-0.014616,0.129,-0.6867,-0.0025549,-0.0053989,-0.0049965,2.1274,-0.52534,-0.66406,-0.41284,-0.97043,-0.25699,-1.0739,-0.12724
0.3,-0.7009,0.0011073,0.12433,-0.68517,-0.00028113,-0.0034699,-0.00080783,1.0416,0.90476,-0.015618,-0.91541,-0.37399,-0.58903,-1.2525,-1.2565,-0.71352,-0.017393,0.11827,-0.69133,0.0025062,-0.0069467,0.0033103,1.7095,2.5566,0.43542,-0.055591,-1.1658,-1.482,-2.4566,-2.4291
0.4,-0.70556,-0.002292,0.10583,-0.69363,0.0012188,0.00065354,-0.0054594,1.2018,1.3051,-1.5235,-1.1174,-1.4978,-1.5207,-2.2098,-0.80549,-0.71488,0.002846,0.12352,-0.70092,0.0033307,-0.0027663,0.0015254,1.4592,1.6285,0.52249,-0.42672,-1.7792,-2.053,-1.6746,-0.99376
0.5,-0.71609,-0.021581,0.13863,-0.69675,-0.0086801,-0.0056981,0.0029644,1.1428,1.9714,-0.36182,-1.3387,-1.2242,-1.9509,0.21766,-0.52663,-0.6973,-0.0079819,0.12908,-0.6825,-0.0092132,-0.0028358,0.002755,0.63293,1.2633,-1.8597,-0.65678,-1.1361,-3.0419,1.2481,1.3977
0.6,-0.71685,0.0098462,0.1226,-0.69162,-0.0083296,-0.003909,0.0085092,-0.16589,1.5498,-0.70162,-0.47967,-2.8669,-1.5545,0.46801,-1.293,-0.72019,-0.0041157,0.12774,-0.68223,-0.010832,-0.0067636,0.0093574,0.2207,2.5459,-0.17331,0.21679,-0.80419,-2.7713,-1.1248,-1.9063
0.7,-0.69859,-0.01167,0.10963,-0.68529,-0.0050817,0.0040306,0.011066,-0.70026,4.8666,0.54547,-0.62269,0.07175,-1.4073,-0.52401,-2.6342,-0.70158,0.015878,0.10869,-0.71172,-0.0057103,8.1703e-05,0.0068131,1.5902,1.6983,0.31262,0.84073,0.037286,0.52112,-1.505,-1.0632
0.8,-0.70399,-0.0040132,0.13641,-0.6938,-0.0030815,-0.006285,0.0062178,1.5826,2.8671,0.11565,2.0033,-0.26164,-2.9757,-1.3632,-3.4504,-0.70185,0.0046017,0.12378,-0.69888,-0.012871,-0.0071253,0.0071573,0.024297,1.0113,-0.50743,-1.8597,-2.1784,-1.6064,-1.91,-2.9522
0.9,-0.73465,-0.0053867,0.1199,-0.7089,-0.013035,-0.0055247,0.014767,1.3477,2.1534,-0.22334,-0.28233,-1.6008,-2.7027,-0.74909,-3.1537,-0.71406,-0.010848,0.099447,-0.69037,-0.017736,0.0024667,0.017595,1.5801,1.0006,0.83896,-0.03838,-1.0321,-3.886,0.79515,-1.7748
