num,scenario,kt,vbus,ktInception,vbusInception,ktDuration,vbusDuration,ktSeverity,vbusSeverity
2291,3,0,1,21,21,18,18,0.029,5.25
2292,3,1,0,54,54,1,1,0.0297,6
2293,3,1,1,18,18,37,37,0.0293,6
2294,3,0,1,23,23,5,5,0.029,7
2295,3,1,0,51,51,3,3,0.0293,6
2296,3,0,1,31,31,22,22,0.029,5.5
2297,3,1,0,45,45,5,5,0.0284,6
2298,3,1,0,41,41,14,14,0.0291,6
2299,3,1,0,10,10,26,26,0.0276,6
2300,3,0,1,35,35,18,18,0.029,4.75
2301,3,1,1,18,18,15,15,0.0276,4
2302,3,1,1,49,49,3,3,0.0277,4.5
2303,3,1,0,18,18,25,25,0.029,6
2304,3,1,1,12,12,12,12,0.0284,6
2305,3,0,1,13,13,33,33,0.029,4.5
2306,3,0,1,50,50,1,1,0.029,5.25
2307,3,1,1,15,15,37,37,0.0273,8
2308,3,1,1,11,11,24,24,0.0287,7.75
2309,3,0,1,54,54,1,1,0.029,4
2310,3,1,0,54,54,1,1,0.0271,6
2311,3,0,1,44,44,1,1,0.029,5.75
2312,3,0,1,19,19,15,15,0.029,4
2313,3,1,1,38,38,13,13,0.0304,5.25
2314,3,0,1,12,12,33,33,0.029,6.75
2315,3,0,1,17,17,1,1,0.029,4.5
2316,3,1,1,17,17,23,23,0.0278,5.5
2317,3,0,1,46,46,1,1,0.029,4.75
2318,3,1,0,20,20,27,27,0.0299,6
2319,3,0,1,25,25,19,19,0.029,5.75
2320,3,1,1,46,46,5,5,0.0271,6.5
2321,3,0,1,20,20,31,31,0.029,7.75
2322,3,1,0,36,36,16,16,0.0309,6
2323,3,0,1,50,50,2,2,0.029,5.25
2324,3,1,1,53,53,2,2,0.0285,6.75
2325,3,1,0,23,23,7,7,0.0283,6
2326,3,1,0,21,21,26,26,0.0298,6
2327,3,1,1,13,13,24,24,0.0291,6.25
2328,3,1,0,9,9,19,19,0.0297,6
2329,3,0,1,43,43,7,7,0.029,7
2330,3,1,0,14,14,27,27,0.0287,6
2331,3,0,1,31,31,22,22,0.029,7.25
2332,3,1,0,40,40,10,10,0.0285,6
2333,3,0,1,24,24,18,18,0.029,4.25
2334,3,0,1,6,6,33,33,0.029,7
2335,3,0,1,9,9,32,32,0.029,6.75
2336,3,1,1,36,36,14,14,0.0276,4
2337,3,1,1,43,43,7,7,0.03,6
2338,3,1,1,7,7,21,21,0.0301,5.75
2339,3,0,1,54,54,1,1,0.029,5
2340,3,0,1,18,18,28,28,0.029,4
2341,3,1,0,34,34,7,7,0.0295,6
2342,3,1,1,45,45,9,9,0.0304,6.5
2343,3,1,1,37,37,17,17,0.0304,6.5
2344,3,1,1,10,10,9,9,0.0287,6
2345,3,1,0,13,13,9,9,0.0305,6
2346,3,0,1,41,41,7,7,0.029,6.75
2347,3,1,1,37,37,7,7,0.0282,6.25
2348,3,1,1,51,51,3,3,0.0276,6
2349,3,1,1,54,54,1,1,0.03,6.75
2350,3,0,1,36,36,16,16,0.029,5
2351,3,0,1,6,6,49,49,0.029,7.25
2352,3,1,1,34,34,15,15,0.0308,7.5
2353,3,0,1,18,18,24,24,0.029,5.5
2354,3,0,1,38,38,4,4,0.029,7
2355,3,1,1,45,45,4,4,0.0292,6.75
2356,3,1,1,23,23,16,16,0.0288,6.5
2357,3,0,1,12,12,2,2,0.029,7
2358,3,0,1,28,28,17,17,0.029,7.25
2359,3,1,0,45,45,6,6,0.0275,6
2360,3,1,1,8,8,34,34,0.0288,7.25
2361,3,0,1,54,54,1,1,0.029,7.5
2362,3,0,1,9,9,8,8,0.029,7.75
2363,3,0,1,54,54,1,1,0.029,6.25
2364,3,1,0,20,20,24,24,0.0293,6
2365,3,0,1,35,35,18,18,0.029,5
2366,3,1,1,50,50,5,5,0.0286,5.25
2367,3,0,1,28,28,5,5,0.029,4
2368,3,0,1,5,5,22,22,0.029,5
2369,3,0,1,26,26,21,21,0.029,4
2370,3,1,1,48,48,6,6,0.0274,5.25
2371,3,0,1,45,45,5,5,0.029,7.75
2372,3,0,1,27,27,20,20,0.029,7
2373,3,1,0,29,29,6,6,0.0308,6
2374,3,1,0,37,37,2,2,0.028,6
2375,3,1,1,41,41,14,14,0.0285,7.5
2376,3,1,0,39,39,12,12,0.0282,6
2377,3,0,1,19,19,6,6,0.029,6
2378,3,1,1,9,9,41,41,0.0299,5
2379,3,1,0,19,19,14,14,0.0271,6
2380,3,1,1,6,6,6,6,0.0286,5.25
2381,3,1,1,25,25,27,27,0.0296,7.75
2382,3,1,1,40,40,12,12,0.028,7.75
2383,3,1,0,40,40,10,10,0.0272,6
2384,3,0,1,43,43,3,3,0.029,5
2385,3,1,0,16,16,15,15,0.0292,6
2386,3,1,1,39,39,9,9,0.0309,4
2387,3,1,1,48,48,5,5,0.0306,7.5
2388,3,1,1,53,53,1,1,0.0285,6.5
2389,3,1,1,9,9,41,41,0.0299,6.25
2390,3,0,1,20,20,25,25,0.029,6
2391,3,1,1,44,44,9,9,0.0289,5
2392,3,0,1,39,39,10,10,0.029,5.25
2393,3,0,1,6,6,1,1,0.029,5.5
2394,3,1,0,9,9,26,26,0.0302,6
2395,3,0,1,43,43,1,1,0.029,7
2396,3,1,1,36,36,4,4,0.0306,4
2397,3,1,1,35,35,19,19,0.0284,6.25
2398,3,0,1,23,23,18,18,0.029,6
2399,3,1,1,48,48,7,7,0.0289,8
2400,3,1,1,25,25,8,8,0.0275,7
2401,3,1,1,50,50,3,3,0.028,5.75
2402,3,1,1,11,11,28,28,0.0295,4.5
2403,3,1,0,47,47,5,5,0.0271,6
2404,3,1,1,39,39,3,3,0.028,5.25
2405,3,0,1,39,39,2,2,0.029,5.5
2406,3,1,0,41,41,2,2,0.0298,6
2407,3,0,1,32,32,21,21,0.029,4
2408,3,0,1,17,17,38,38,0.029,4.75
2409,3,0,1,25,25,4,4,0.029,5.25
2410,3,1,0,6,6,4,4,0.0275,6
2411,3,1,0,53,53,2,2,0.0289,6
2412,3,1,1,11,11,13,13,0.0296,7.75
2413,3,0,1,46,46,7,7,0.029,4.5
2414,3,0,1,42,42,2,2,0.029,7.5
2415,3,1,1,49,49,4,4,0.0271,7.5
2416,3,0,1,50,50,4,4,0.029,7.25
2417,3,1,1,28,28,21,21,0.0275,6.5
2418,3,1,1,43,43,6,6,0.0293,4.5
2419,3,1,0,46,46,5,5,0.0288,6
2420,3,1,0,30,30,14,14,0.0305,6
2421,3,1,1,43,43,8,8,0.0277,7.75
2422,3,1,0,14,14,15,15,0.0299,6
2423,3,1,0,50,50,5,5,0.0291,6
2424,3,1,0,28,28,25,25,0.0272,6
2425,3,1,1,49,49,3,3,0.0284,4.75
2426,3,1,1,40,40,12,12,0.0278,5
2427,3,1,1,47,47,5,5,0.0304,7.75
2428,3,1,1,11,11,29,29,0.0308,7.75
2429,3,0,1,9,9,38,38,0.029,7.5
2430,3,0,1,31,31,14,14,0.029,8
2431,3,1,1,14,14,11,11,0.0272,5
2432,3,1,1,20,20,17,17,0.0284,6.5
2433,3,1,1,24,24,11,11,0.0292,6.25
2434,3,0,1,14,14,40,40,0.029,6
2435,3,1,0,24,24,27,27,0.03,6
2436,3,1,0,23,23,19,19,0.0291,6
2437,3,1,1,18,18,27,27,0.0306,4
2438,3,1,1,48,48,1,1,0.0271,6.5
2439,3,0,1,6,6,37,37,0.029,6
2440,3,1,1,13,13,13,13,0.0288,6.75
2441,3,1,0,45,45,1,1,0.0289,6
2442,3,0,1,26,26,20,20,0.029,5.75
2443,3,1,0,54,54,1,1,0.0283,6
2444,3,1,1,37,37,15,15,0.0277,8
2445,3,0,1,51,51,2,2,0.029,6.25
2446,3,1,1,41,41,13,13,0.0289,5.5
2447,3,1,1,24,24,17,17,0.029,8
2448,3,1,1,33,33,2,2,0.0296,7.25
2449,3,1,0,37,37,16,16,0.0275,6
2450,3,0,1,51,51,1,1,0.029,7.5
2451,3,0,1,15,15,3,3,0.029,8
2452,3,1,0,25,25,6,6,0.0308,6
2453,3,1,0,22,22,1,1,0.0298,6
2454,3,1,1,11,11,26,26,0.0297,5.75
2455,3,1,0,19,19,12,12,0.0305,6
2456,3,1,1,32,32,7,7,0.0284,7.75
2457,3,0,1,8,8,34,34,0.029,5.5
2458,3,0,1,43,43,2,2,0.029,7.75
2459,3,1,1,20,20,15,15,0.0282,5.5
2460,3,1,1,43,43,3,3,0.0302,7
2461,3,1,0,33,33,20,20,0.0287,6
2462,3,0,1,49,49,3,3,0.029,4
2463,3,0,1,33,33,17,17,0.029,6.5
2464,3,1,0,12,12,18,18,0.0296,6
2465,3,1,0,41,41,12,12,0.0287,6
2466,3,1,0,38,38,14,14,0.0278,6
2467,3,0,1,7,7,19,19,0.029,5.75
2468,3,1,1,13,13,32,32,0.0305,4.5
2469,3,1,0,51,51,4,4,0.0309,6
2470,3,1,1,50,50,5,5,0.0303,6.75
2471,3,0,1,10,10,38,38,0.029,7.5
2472,3,0,1,40,40,7,7,0.029,7.25
2473,3,1,0,6,6,41,41,0.0293,6
2474,3,1,0,47,47,5,5,0.03,6
2475,3,1,1,7,7,21,21,0.029,5.5
2476,3,1,0,35,35,13,13,0.0295,6
2477,3,1,0,16,16,29,29,0.0289,6
2478,3,1,0,54,54,1,1,0.028,6
2479,3,1,1,37,37,15,15,0.0276,4
2480,3,1,0,16,16,12,12,0.0282,6
2481,3,1,0,42,42,3,3,0.0281,6
2482,3,1,0,20,20,5,5,0.0309,6
2483,3,1,0,44,44,9,9,0.0294,6
2484,3,0,1,6,6,19,19,0.029,7.75
2485,3,1,1,50,50,2,2,0.0281,5.5
2486,3,1,0,22,22,32,32,0.0303,6
2487,3,1,1,31,31,7,7,0.0281,7.25
2488,3,0,1,12,12,13,13,0.029,5
2489,3,0,1,21,21,12,12,0.029,7.25
2490,3,1,1,28,28,21,21,0.0299,5.75
2491,3,1,1,5,5,50,50,0.029,4.75
2492,3,0,1,24,24,20,20,0.029,5
2493,3,1,0,53,53,2,2,0.0294,6
2494,3,0,1,12,12,24,24,0.029,6.75
2495,3,1,1,13,13,30,30,0.0285,5
2496,3,0,1,49,49,6,6,0.029,6.75
2497,3,1,1,28,28,13,13,0.0283,4
2498,3,1,0,36,36,12,12,0.0289,6
2499,3,1,1,52,52,2,2,0.0282,5
2500,4,1,1,15,15,9,9,0.0279,8
2501,4,1,1,53,53,1,1,0.0297,6.75
2502,4,1,1,8,8,39,39,0.0275,4.75
2503,4,1,0,21,21,1,1,0.0292,6
2504,4,1,0,33,33,15,15,0.031,6
2505,4,1,1,43,43,10,10,0.0302,6
2506,4,1,0,45,45,1,1,0.0277,6
2507,4,0,1,47,47,7,7,0.029,4.5
2508,4,1,1,51,51,3,3,0.0273,6.75
2509,4,1,1,5,5,29,29,0.0272,6.75
2510,4,1,0,35,35,18,18,0.0306,6
2511,4,0,1,22,22,18,18,0.029,8
2512,4,1,0,46,46,6,6,0.0308,6
2513,4,0,1,50,50,4,4,0.029,7.75
2514,4,0,1,39,39,8,8,0.029,6.75
2515,4,1,1,39,39,5,5,0.0293,6.25
2516,4,0,1,34,34,2,2,0.029,7.75
2517,4,0,1,9,9,33,33,0.029,8
2518,4,0,1,38,38,2,2,0.029,6.5
2519,4,1,1,36,36,14,14,0.0307,6.75
2520,4,1,0,53,53,1,1,0.0306,6
2521,4,1,1,51,51,3,3,0.0297,5.75
2522,4,1,0,8,8,1,1,0.0308,6
2523,4,1,0,27,27,6,6,0.027,6
2524,4,1,0,29,29,3,3,0.0295,6
2525,4,0,1,47,47,3,3,0.029,6.5
2526,4,1,1,10,10,28,28,0.0303,6.25
2527,4,0,1,46,46,4,4,0.029,4
2528,4,1,1,33,33,8,8,0.0291,5.75
2529,4,0,1,52,52,3,3,0.029,7.75
2530,4,1,0,47,47,7,7,0.0304,6
2531,4,1,1,29,29,20,20,0.0284,6
2532,4,1,1,26,26,12,12,0.0276,4
2533,4,0,1,52,52,1,1,0.029,4.25
2534,4,1,1,52,52,2,2,0.0275,4.5
2535,4,1,0,14,14,7,7,0.0308,6
2536,4,1,0,6,6,36,36,0.0296,6
2537,4,0,1,38,38,1,1,0.029,4.75
2538,4,0,1,17,17,30,30,0.029,4.75
2539,4,1,0,47,47,6,6,0.0297,6
2540,4,1,0,36,36,2,2,0.0282,6
2541,4,0,1,41,41,10,10,0.029,5.75
2542,4,1,1,50,50,4,4,0.0276,4
2543,4,1,1,48,48,1,1,0.0279,5.25
2544,4,1,0,24,24,28,28,0.0292,6
2545,4,1,1,50,50,5,5,0.0302,6.25
2546,4,0,1,32,32,17,17,0.029,6
2547,4,1,1,21,21,34,34,0.028,7.25
2548,4,1,0,31,31,20,20,0.0303,6
2549,4,1,0,51,51,3,3,0.0296,6
2550,4,1,1,42,42,12,12,0.0285,4
2551,4,1,0,47,47,7,7,0.0298,6
2552,4,1,1,51,51,4,4,0.0302,6.25
2553,4,0,1,35,35,4,4,0.029,7.5
2554,4,0,1,46,46,8,8,0.029,5.75
2555,4,1,1,33,33,11,11,0.0287,4.5
2556,4,1,1,14,14,24,24,0.0274,6.5
2557,4,0,1,14,14,12,12,0.029,4.25
2558,4,1,0,8,8,41,41,0.0299,6
2559,4,0,1,51,51,3,3,0.029,7.25
2560,4,1,1,52,52,3,3,0.0284,7
2561,4,1,1,36,36,7,7,0.0278,5.25
2562,4,1,0,21,21,16,16,0.0272,6
2563,4,0,1,7,7,18,18,0.029,6
2564,4,1,1,16,16,14,14,0.029,5.75
2565,4,0,1,8,8,23,23,0.029,6
2566,4,1,0,34,34,11,11,0.027,6
2567,4,1,1,20,20,3,3,0.0293,4
2568,4,0,1,22,22,32,32,0.029,5.5
2569,4,0,1,30,30,12,12,0.029,5
2570,4,0,1,51,51,4,4,0.029,7
2571,4,1,1,39,39,15,15,0.0301,6.25
2572,4,1,0,28,28,18,18,0.029,6
2573,4,0,1,9,9,5,5,0.029,4.25
2574,4,0,1,53,53,2,2,0.029,5.5
2575,4,1,1,9,9,6,6,0.0281,7.75
2576,4,0,1,7,7,36,36,0.029,6.25
2577,4,1,0,45,45,3,3,0.0296,6
2578,4,1,0,24,24,23,23,0.0305,6
2579,4,0,1,22,22,28,28,0.029,4.5
2580,4,1,0,54,54,1,1,0.0301,6
2581,4,1,0,37,37,2,2,0.028,6
2582,4,1,0,28,28,4,4,0.0282,6
2583,4,1,1,10,10,29,29,0.0285,6.5
2584,4,1,0,33,33,7,7,0.0295,6
2585,4,0,1,37,37,6,6,0.029,5.5
2586,4,1,1,48,48,5,5,0.0271,4
2587,4,1,0,51,51,1,1,0.0289,6
2588,4,0,1,22,22,26,26,0.029,4
2589,4,1,1,34,34,7,7,0.0292,4.75
2590,4,0,1,6,6,34,34,0.029,5
2591,4,1,0,7,7,16,16,0.0299,6
2592,4,0,1,27,27,15,15,0.029,4.25
2593,4,1,0,50,50,5,5,0.0309,6
2594,4,1,0,19,19,11,11,0.027,6
2595,4,1,0,24,24,5,5,0.0309,6
2596,4,1,0,32,32,22,22,0.0284,6
2597,4,0,1,40,40,7,7,0.029,5.75
2598,4,1,0,24,24,9,9,0.0276,6
2599,4,0,1,9,9,4,4,0.029,5.5
2600,4,1,1,30,30,22,22,0.0307,5.75
2601,4,1,1,49,49,1,1,0.0274,6
2602,4,1,1,53,53,2,2,0.0308,5.75
2603,4,1,0,39,39,13,13,0.0297,6
2604,4,1,1,6,6,21,21,0.0295,6.5
2605,4,1,0,16,16,34,34,0.0289,6
2606,4,1,0,34,34,7,7,0.0296,6
2607,4,1,0,12,12,20,20,0.0271,6
2608,4,1,0,12,12,31,31,0.0302,6
2609,4,1,1,15,15,18,18,0.0285,4.25
2610,4,1,0,29,29,15,15,0.0297,6
2611,4,1,0,23,23,14,14,0.0285,6
2612,4,1,0,33,33,13,13,0.0288,6
2613,4,1,0,33,33,12,12,0.0286,6
2614,4,0,1,39,39,5,5,0.029,6.75
2615,4,1,1,35,35,6,6,0.0271,7.25
2616,4,1,0,33,33,12,12,0.029,6
2617,4,1,1,50,50,2,2,0.0299,6.5
2618,4,1,0,28,28,2,2,0.0271,6
2619,4,1,1,26,26,6,6,0.0282,4.75
2620,4,1,1,48,48,5,5,0.0296,5.25
2621,4,1,0,11,11,27,27,0.0292,6
2622,4,1,1,42,42,11,11,0.0296,6.25
2623,4,1,0,40,40,10,10,0.0305,6
2624,4,1,1,54,54,1,1,0.0293,7.25
2625,4,0,1,45,45,7,7,0.029,4.75
2626,4,0,1,48,48,4,4,0.029,7.5
2627,4,1,1,48,48,4,4,0.0306,4.5
2628,4,1,1,26,26,28,28,0.0306,7.75
2629,4,0,1,11,11,29,29,0.029,4.5
2630,4,1,0,49,49,3,3,0.0292,6
2631,4,1,0,16,16,16,16,0.0294,6
2632,4,1,0,31,31,10,10,0.0285,6
2633,4,1,0,13,13,41,41,0.0301,6
2634,4,1,0,38,38,6,6,0.0292,6
2635,4,1,1,39,39,14,14,0.0278,7.5
2636,4,1,0,23,23,31,31,0.0277,6
2637,4,1,1,8,8,9,9,0.0293,7.75
2638,4,1,1,49,49,6,6,0.0301,4
2639,4,0,1,50,50,1,1,0.029,5
2640,4,1,1,50,50,2,2,0.0289,7.25
2641,4,1,0,52,52,2,2,0.031,6
2642,4,1,0,31,31,15,15,0.0309,6
2643,4,1,0,23,23,2,2,0.0288,6
2644,4,0,1,32,32,3,3,0.029,5
2645,4,1,1,36,36,5,5,0.0278,5.75
2646,4,1,1,26,26,24,24,0.0283,4.5
2647,4,1,1,29,29,26,26,0.0293,6
2648,4,1,1,49,49,3,3,0.0278,7.75
2649,4,1,1,11,11,33,33,0.0285,6.5
2650,4,1,0,23,23,4,4,0.0279,6
2651,4,1,1,38,38,2,2,0.0272,6.5
2652,4,1,1,41,41,13,13,0.0297,5.5
2653,4,1,0,9,9,44,44,0.0307,6
2654,4,1,1,40,40,6,6,0.0303,6.75
2655,4,0,1,8,8,21,21,0.029,6.75
2656,4,1,1,53,53,1,1,0.0305,6.25
2657,4,1,1,44,44,2,2,0.0299,6.25
2658,4,1,0,31,31,18,18,0.0292,6
2659,4,0,1,31,31,18,18,0.029,4
2660,4,1,1,21,21,18,18,0.0283,5.75
2661,4,1,0,48,48,5,5,0.0276,6
2662,4,1,0,7,7,12,12,0.0276,6
2663,4,1,0,53,53,1,1,0.028,6
2664,4,0,1,22,22,5,5,0.029,6.25
2665,4,1,1,34,34,4,4,0.0281,6.5
2666,4,0,1,8,8,46,46,0.029,7.75
2667,4,1,0,49,49,2,2,0.0302,6
2668,4,1,0,10,10,27,27,0.0285,6
2669,4,0,1,8,8,35,35,0.029,8
2670,4,0,1,53,53,2,2,0.029,5.75
2671,4,1,1,39,39,4,4,0.0306,6
2672,4,0,1,39,39,4,4,0.029,6
2673,4,1,1,32,32,12,12,0.0292,6
2674,4,1,1,51,51,3,3,0.0279,5.75
2675,4,0,1,35,35,15,15,0.029,7.5
2676,4,1,1,51,51,4,4,0.0296,6.5
2677,4,0,1,36,36,6,6,0.029,4
2678,4,1,0,25,25,1,1,0.0276,6
2679,4,1,0,5,5,19,19,0.0274,6
2680,4,1,0,52,52,3,3,0.0291,6
2681,4,1,1,7,7,13,13,0.0295,6
2682,4,1,0,17,17,20,20,0.0306,6
2683,4,0,1,12,12,25,25,0.029,6.25
2684,4,1,0,35,35,10,10,0.0299,6
2685,4,1,1,30,30,25,25,0.0277,7
2686,4,0,1,48,48,6,6,0.029,5.5
2687,4,1,1,50,50,2,2,0.0308,4
2688,4,0,1,5,5,32,32,0.029,6.25
2689,4,1,1,33,33,1,1,0.0283,4
2690,4,1,1,53,53,2,2,0.0289,6.75
2691,4,1,1,42,42,8,8,0.031,5.75
2692,4,1,0,11,11,9,9,0.03,6
2693,4,1,0,24,24,17,17,0.0276,6
2694,4,1,0,48,48,7,7,0.0277,6
2695,4,1,0,37,37,13,13,0.0291,6
2696,4,0,1,37,37,15,15,0.029,7.25
2697,4,1,0,9,9,42,42,0.0303,6
2698,4,0,1,28,28,20,20,0.029,7.25
2699,4,1,0,49,49,5,5,0.028,6
2700,4,1,0,42,42,9,9,0.0277,6
2701,4,1,1,40,40,15,15,0.0271,6.25
2702,4,1,0,7,7,6,6,0.0294,6
2703,4,0,1,40,40,10,10,0.029,5.25
2704,4,1,1,32,32,8,8,0.0304,7.75
2705,4,0,1,12,12,21,21,0.029,5.25
2706,4,1,1,6,6,2,2,0.0292,6.75
2707,4,1,0,23,23,26,26,0.031,6
2708,4,1,0,16,16,18,18,0.0298,6
2709,4,1,1,48,48,4,4,0.0289,7.5
2710,4,0,1,24,24,7,7,0.029,5.5
2711,4,1,0,36,36,8,8,0.0307,6
2712,4,1,1,38,38,15,15,0.0291,7.25
2713,4,0,1,9,9,31,31,0.029,7
2714,4,1,0,45,45,1,1,0.0295,6
2715,4,1,1,39,39,2,2,0.0297,5.25
2716,4,1,1,33,33,4,4,0.0294,6
2717,4,1,1,9,9,35,35,0.0288,5.5
2718,4,0,1,17,17,17,17,0.029,6
2719,4,0,1,11,11,37,37,0.029,8
2720,4,0,1,12,12,40,40,0.029,6.25
2721,4,0,1,11,11,16,16,0.029,7
2722,4,1,0,54,54,1,1,0.0284,6
2723,4,1,1,37,37,6,6,0.0297,7.25
2724,4,1,0,15,15,4,4,0.027,6
2725,4,0,1,32,32,11,11,0.029,6.25
2726,4,1,1,42,42,3,3,0.0278,6.25
2727,4,1,0,34,34,20,20,0.0296,6
2728,4,1,1,5,5,32,32,0.0307,4.75
2729,4,1,1,5,5,21,21,0.0295,4
2730,4,1,1,35,35,5,5,0.0278,4.25
2731,4,1,1,13,13,37,37,0.0293,4.25
2732,4,1,1,50,50,1,1,0.0278,4.5
2733,4,1,0,44,44,7,7,0.0292,6
2734,4,1,1,25,25,14,14,0.0305,6.5
2735,4,1,0,43,43,4,4,0.0296,6
2736,4,1,1,48,48,2,2,0.0283,5.5
2737,4,1,0,34,34,12,12,0.0289,6
2738,4,0,1,43,43,5,5,0.029,7
2739,4,0,1,47,47,3,3,0.029,5.25
2740,4,1,1,19,19,32,32,0.0299,5.5
2741,4,0,1,23,23,5,5,0.029,4
2742,4,1,1,7,7,43,43,0.0281,6.25
2743,4,1,0,45,45,8,8,0.0274,6
2744,4,0,1,18,18,33,33,0.029,6.75
2745,4,0,1,8,8,30,30,0.029,5.5
2746,4,1,0,52,52,1,1,0.0285,6
2747,4,1,0,32,32,20,20,0.0279,6
2748,4,1,0,29,29,26,26,0.0273,6
2749,4,0,1,16,16,32,32,0.029,6.25
2750,4,1,1,54,54,1,1,0.0282,4.25
2751,4,1,0,36,36,3,3,0.0284,6
2752,4,1,1,46,46,4,4,0.027,6
2753,4,1,1,42,42,10,10,0.0296,6.5
2754,4,1,0,29,29,3,3,0.0287,6
2755,4,1,1,5,5,20,20,0.0293,8
2756,4,1,0,16,16,38,38,0.0284,6
2757,4,0,1,8,8,21,21,0.029,6.75
2758,4,0,1,51,51,3,3,0.029,6
2759,4,1,0,43,43,3,3,0.0298,6
2760,4,1,0,10,10,11,11,0.0289,6
2761,4,0,1,13,13,40,40,0.029,6.75
2762,4,1,0,52,52,2,2,0.0293,6
2763,4,0,1,18,18,3,3,0.029,8
2764,4,1,0,10,10,8,8,0.03,6
2765,4,0,1,40,40,14,14,0.029,7
2766,4,0,1,51,51,1,1,0.029,4.5
2767,4,1,1,42,42,3,3,0.0283,7.75
2768,4,1,0,50,50,4,4,0.0272,6
2769,4,1,1,32,32,18,18,0.0294,6.5
2770,4,1,0,22,22,15,15,0.0307,6
2771,4,1,1,47,47,3,3,0.0294,6.5
2772,4,1,1,43,43,6,6,0.0282,5.5
2773,4,0,1,36,36,14,14,0.029,6
2774,4,0,1,24,24,20,20,0.029,4.75
2775,4,0,1,50,50,2,2,0.029,4
2776,4,1,1,28,28,19,19,0.0299,4.75
2777,4,1,1,54,54,1,1,0.029,8
2778,4,1,0,38,38,14,14,0.0285,6
2779,4,1,0,15,15,2,2,0.0303,6
2780,4,1,1,28,28,4,4,0.0287,4.75
2781,4,1,1,51,51,3,3,0.0296,7.5
2782,4,1,0,9,9,32,32,0.0273,6
2783,4,0,1,12,12,41,41,0.029,6.75
2784,4,1,0,52,52,2,2,0.0281,6
2785,4,0,1,10,10,12,12,0.029,4
2786,4,1,0,47,47,6,6,0.0299,6
2787,4,0,1,23,23,23,23,0.029,6
2788,4,1,0,23,23,4,4,0.0277,6
2789,4,1,1,19,19,5,5,0.0301,6
2790,4,1,1,23,23,22,22,0.0283,8
2791,4,1,0,41,41,12,12,0.0296,6
2792,4,1,1,39,39,15,15,0.0295,7.25
2793,4,1,1,50,50,5,5,0.0293,6
2794,4,1,0,23,23,32,32,0.0296,6
2795,4,1,0,39,39,6,6,0.0282,6
2796,4,1,0,52,52,2,2,0.0307,6
2797,4,1,1,33,33,3,3,0.0294,4.5
2798,4,1,1,36,36,18,18,0.03,6.75
2799,4,1,1,44,44,7,7,0.028,4.25
2800,4,0,1,5,5,40,40,0.029,7.75
2801,4,1,1,52,52,3,3,0.0288,7.75
2802,4,0,1,39,39,1,1,0.029,6
2803,4,1,0,25,25,20,20,0.0292,6
2804,4,1,0,41,41,14,14,0.0307,6
2805,4,1,0,29,29,16,16,0.0293,6
2806,4,1,0,15,15,7,7,0.0286,6
2807,4,1,1,44,44,5,5,0.0299,7.5
2808,4,0,1,24,24,4,4,0.029,5.75
2809,4,1,1,10,10,21,21,0.0296,6
2810,4,1,0,33,33,17,17,0.0278,6
2811,4,0,1,24,24,22,22,0.029,7.25
2812,4,1,0,9,9,3,3,0.0291,6
2813,4,0,1,15,15,37,37,0.029,7
2814,4,1,1,31,31,16,16,0.0295,7
2815,4,1,0,37,37,17,17,0.031,6
2816,4,1,0,12,12,34,34,0.0295,6
2817,4,1,1,52,52,2,2,0.0301,6.5
2818,4,1,1,40,40,8,8,0.0272,5
2819,4,1,0,47,47,7,7,0.0299,6
2820,4,1,0,34,34,15,15,0.0285,6
2821,4,1,1,15,15,37,37,0.0293,4.25
2822,4,1,1,38,38,3,3,0.027,7.75
2823,4,1,1,39,39,5,5,0.0299,4
2824,4,1,0,20,20,22,22,0.0284,6
2825,4,0,1,21,21,7,7,0.029,7
2826,4,1,1,29,29,12,12,0.0276,5
2827,4,0,1,26,26,8,8,0.029,6.5
2828,4,0,1,35,35,6,6,0.029,4.75
2829,4,1,1,26,26,7,7,0.0301,6.75
2830,4,1,0,11,11,23,23,0.0285,6
2831,4,0,1,33,33,19,19,0.029,4.25
2832,4,0,1,14,14,20,20,0.029,6.5
2833,4,1,1,8,8,19,19,0.0303,5.75
2834,4,1,1,38,38,14,14,0.0275,5.75
2835,4,0,1,19,19,27,27,0.029,4.75
2836,4,1,1,40,40,1,1,0.0277,4.25
2837,4,1,1,18,18,4,4,0.0281,6
2838,4,1,0,9,9,28,28,0.0284,6
2839,4,1,0,35,35,10,10,0.029,6
2840,4,1,1,38,38,8,8,0.0293,6.75
2841,4,0,1,26,26,29,29,0.029,8
2842,4,0,1,52,52,1,1,0.029,7.75
2843,4,1,0,32,32,3,3,0.0284,6
2844,4,1,1,30,30,8,8,0.0298,7.25
2845,4,0,1,16,16,17,17,0.029,5.25
2846,4,1,0,32,32,8,8,0.0288,6
2847,4,1,0,47,47,1,1,0.0294,6
2848,4,1,1,32,32,15,15,0.028,5.5
2849,4,1,0,32,32,11,11,0.0308,6
2850,4,0,1,35,35,8,8,0.029,6
2851,4,1,1,19,19,28,28,0.0297,7.25
2852,4,0,1,6,6,16,16,0.029,6
2853,4,1,0,8,8,20,20,0.028,6
2854,4,1,1,33,33,18,18,0.0281,4.75
2855,4,0,1,22,22,1,1,0.029,4.25
2856,4,1,1,53,53,2,2,0.0304,4
2857,4,1,1,22,22,27,27,0.0284,7
2858,4,1,0,35,35,10,10,0.0275,6
